period_id,origen,pais_origen,destino,pais_destino,vuelos,pasajeros
2026M01,ABBOTSFORD,Canada,PUERTO VALLARTA,Mexico,4,516
2026M01,ACAPULCO,Mexico,DALLAS-FORT WORTH,Estados Unidos,9,575
2026M01,ACAPULCO,Mexico,HOUSTON,Estados Unidos,13,812
2026M01,ACAPULCO,Mexico,MONTREAL,Canada,4,397
2026M01,AGUASCALIENTES,Mexico,CHICAGO,Estados Unidos,20,3485
2026M01,AGUASCALIENTES,Mexico,DALLAS-FORT WORTH,Estados Unidos,59,3776
2026M01,AGUASCALIENTES,Mexico,HOUSTON,Estados Unidos,53,3211
2026M01,AGUASCALIENTES,Mexico,LOS ANGELES,Estados Unidos,21,3487
2026M01,AMSTERDAM,Paises Bajos,CANCUN,Mexico,9,2162
2026M01,AMSTERDAM,Paises Bajos,MEXICO,Mexico,74,17415
2026M01,ATLANTA,Estados Unidos,CANCUN,Mexico,230,31531
2026M01,ATLANTA,Estados Unidos,COZUMEL,Mexico,29,3285
2026M01,ATLANTA,Estados Unidos,DEL BAJIO,Mexico,27,1996
2026M01,ATLANTA,Estados Unidos,GUADALAJARA,Mexico,36,5271
2026M01,ATLANTA,Estados Unidos,MEXICO,Mexico,128,17919
2026M01,ATLANTA,Estados Unidos,MONTERREY,Mexico,52,4672
2026M01,ATLANTA,Estados Unidos,PUERTO VALLARTA,Mexico,41,5591
2026M01,ATLANTA,Estados Unidos,QUERETARO,Mexico,29,2288
2026M01,ATLANTA,Estados Unidos,SAN JOSÉ DEL CABO,Mexico,58,7884
2026M01,ATLANTA,Estados Unidos,SAN LUIS POTOSI,Mexico,23,1328
2026M01,ATLANTA,Estados Unidos,TULUM,Mexico,30,4050
2026M01,AUSTIN,Estados Unidos,CANCUN,Mexico,46,4257
2026M01,AUSTIN,Estados Unidos,MEXICO,Mexico,31,4081
2026M01,AUSTIN,Estados Unidos,MONTERREY,Mexico,16,1539
2026M01,AUSTIN,Estados Unidos,PUERTO VALLARTA,Mexico,1,111
2026M01,AUSTIN,Estados Unidos,SAN JOSÉ DEL CABO,Mexico,33,1739
2026M01,BALTIMORE,Estados Unidos,CANCUN,Mexico,90,10420
2026M01,BALTIMORE,Estados Unidos,SAN JOSÉ DEL CABO,Mexico,1,73
2026M01,"BARCELONA, España",España,CANCUN,Mexico,0,0
2026M01,"BARCELONA, España",España,MEXICO,Mexico,31,7607
2026M01,BELFAST,Reino Unido,CANCUN,Mexico,0,0
2026M01,BELICE,Belice,CANCUN,Mexico,28,292
2026M01,"BIRMINGHAM, INGLATERRA",Reino Unido,CANCUN,Mexico,8,2508
2026M01,BOGOTA,Colombia,CANCUN,Mexico,120,19189
2026M01,BOGOTA,Colombia,GUADALAJARA,Mexico,19,3230
2026M01,BOGOTA,Colombia,MEXICO,Mexico,216,33369
2026M01,BOGOTA,Colombia,MONTERREY,Mexico,27,4065
2026M01,BOGOTA,Colombia,SANTA LUCÍA,Mexico,56,7639
2026M01,BOSTON,Estados Unidos,CANCUN,Mexico,91,13886
2026M01,BOSTON,Estados Unidos,MEXICO,Mexico,30,4155
2026M01,BRASILIA,Brasil,CANCUN,Mexico,18,2824
2026M01,BROWNSVILLE,Estados Unidos,MONTERREY,Mexico,31,91
2026M01,BUENOS AIRES,Argentina,CANCUN,Mexico,28,7055
2026M01,BUENOS AIRES,Argentina,MEXICO,Mexico,40,10357
2026M01,CALGARY,Canada,CANCUN,Mexico,64,14100
2026M01,CALGARY,Canada,COZUMEL,Mexico,5,586
2026M01,CALGARY,Canada,GUADALAJARA,Mexico,8,813
2026M01,CALGARY,Canada,HUATULCO,Mexico,22,3153
2026M01,CALGARY,Canada,IXTAPA ZIHUATANEJO,Mexico,18,2732
2026M01,CALGARY,Canada,LORETO,Mexico,9,1033
2026M01,CALGARY,Canada,MANZANILLO,Mexico,14,1886
2026M01,CALGARY,Canada,MAZATLAN,Mexico,23,3441
2026M01,CALGARY,Canada,MEXICO,Mexico,18,2176
2026M01,CALGARY,Canada,PUERTO ESCONDIDO,Mexico,5,826
2026M01,CALGARY,Canada,PUERTO VALLARTA,Mexico,73,15347
2026M01,CALGARY,Canada,SAN JOSÉ DEL CABO,Mexico,39,8694
2026M01,CALGARY,Canada,TEPIC,Mexico,5,285
2026M01,CALGARY,Canada,TULUM,Mexico,10,1392
2026M01,CALI,Colombia,MEXICO,Mexico,22,3242
2026M01,CAMAGUEY,Cuba,CANCUN,Mexico,4,464
2026M01,CAMPINAS,Brasil,SANTA LUCÍA,Mexico,3,0
2026M01,CANCUN,Mexico,AMSTERDAM,Paises Bajos,9,1787
2026M01,CANCUN,Mexico,ATLANTA,Estados Unidos,230,36958
2026M01,CANCUN,Mexico,AUSTIN,Estados Unidos,48,5759
2026M01,CANCUN,Mexico,BALTIMORE,Estados Unidos,89,11054
2026M01,CANCUN,Mexico,"BARCELONA, España",España,0,0
2026M01,CANCUN,Mexico,BELFAST,Reino Unido,0,0
2026M01,CANCUN,Mexico,BELICE,Belice,28,295
2026M01,CANCUN,Mexico,"BIRMINGHAM, INGLATERRA",Reino Unido,8,2553
2026M01,CANCUN,Mexico,BOGOTA,Colombia,120,18433
2026M01,CANCUN,Mexico,BOSTON,Estados Unidos,91,16229
2026M01,CANCUN,Mexico,BRASILIA,Brasil,18,2849
2026M01,CANCUN,Mexico,BUENOS AIRES,Argentina,28,6306
2026M01,CANCUN,Mexico,CALGARY,Canada,63,14044
2026M01,CANCUN,Mexico,CAMAGUEY,Cuba,4,288
2026M01,CANCUN,Mexico,CARACAS,Venezuela,9,1018
2026M01,CANCUN,Mexico,CHARLOTTE,Estados Unidos,118,20370
2026M01,CANCUN,Mexico,CHARLOTTETOWN,Canada,0,0
2026M01,CANCUN,Mexico,CHICAGO,Estados Unidos,274,50223
2026M01,CANCUN,Mexico,CLEVELAND,Estados Unidos,33,5321
2026M01,CANCUN,Mexico,COLORADO SPRINGS,Estados Unidos,1,137
2026M01,CANCUN,Mexico,"COLUMBUS, Ohio",Estados Unidos,0,0
2026M01,CANCUN,Mexico,COVINGTON,Estados Unidos,17,2146
2026M01,CANCUN,Mexico,"Cardiff, Glamorgan",Reino Unido,0,0
2026M01,CANCUN,Mexico,"Charleston, Sur de Carolina",Estados Unidos,3,139
2026M01,CANCUN,Mexico,DALLAS-FORT WORTH,Estados Unidos,240,39000
2026M01,CANCUN,Mexico,DENVER,Estados Unidos,110,22613
2026M01,CANCUN,Mexico,DETROIT,Estados Unidos,132,20827
2026M01,CANCUN,Mexico,DUBLIN,Irlanda,0,0
2026M01,CANCUN,Mexico,EDMONTON,Canada,90,14531
2026M01,CANCUN,Mexico,ESTAMBUL (ARNAVUTKOY),Turquia,40,4230
2026M01,CANCUN,Mexico,FORT LAUDERDALE,Estados Unidos,86,12488
2026M01,CANCUN,Mexico,FRANKFURT,Alemania,50,13860
2026M01,CANCUN,Mexico,"Fredericton, Canada",Canada,0,0
2026M01,CANCUN,Mexico,"GANDER, Canadá",Canada,0,0
2026M01,CANCUN,Mexico,GLASGOW,Reino Unido,0,0
2026M01,CANCUN,Mexico,GUATEMALA,Guatemala,31,3691
2026M01,CANCUN,Mexico,HALIFAX,Canada,30,4478
2026M01,CANCUN,Mexico,HAMILTON,Canada,25,2876
2026M01,CANCUN,Mexico,HARLINGEN TEXAS,Estados Unidos,0,0
2026M01,CANCUN,Mexico,HOUSTON,Estados Unidos,277,36723
2026M01,CANCUN,Mexico,INDIANAPOLIS,Estados Unidos,10,1348
2026M01,CANCUN,Mexico,KANSAS CITY,Estados Unidos,41,5498
2026M01,CANCUN,Mexico,KELOWNA,Canada,25,3739
2026M01,CANCUN,Mexico,KITCHENER,Canada,3,523
2026M01,CANCUN,Mexico,LA HABANA,Cuba,30,3260
2026M01,CANCUN,Mexico,LAS VEGAS,Estados Unidos,0,0
2026M01,CANCUN,Mexico,LIMA,Peru,124,18358
2026M01,CANCUN,Mexico,LISBON,Portugal,12,2730
2026M01,CANCUN,Mexico,"LONDON, ONTARIO",Canada,10,1632
2026M01,CANCUN,Mexico,LONDRES,Reino Unido,49,15011
2026M01,CANCUN,Mexico,LOS ANGELES,Estados Unidos,174,27049
2026M01,CANCUN,Mexico,MADRID,España,42,14598
2026M01,CANCUN,Mexico,MANCHESTER,Reino Unido,17,5195
2026M01,CANCUN,Mexico,MEDELLIN,Colombia,38,5898
2026M01,CANCUN,Mexico,MIAMI,Estados Unidos,190,25333
2026M01,CANCUN,Mexico,MILAN,Italia,4,1261
2026M01,CANCUN,Mexico,MILWAUKEE,Estados Unidos,21,2879
2026M01,CANCUN,Mexico,MINNEAPOLIS,Estados Unidos,200,31833
2026M01,CANCUN,Mexico,MONCTON,Canada,5,820
2026M01,CANCUN,Mexico,MONTREAL,Canada,191,46351
2026M01,CANCUN,Mexico,NASHVILLE,Estados Unidos,16,2111
2026M01,CANCUN,Mexico,NEWARK,Estados Unidos,132,21718
2026M01,CANCUN,Mexico,NEWCASTLE,Reino Unido,0,0
2026M01,CANCUN,Mexico,NORFOLK,Estados Unidos,4,162
2026M01,CANCUN,Mexico,NUEVA ORLEANS,Estados Unidos,10,1089
2026M01,CANCUN,Mexico,NUEVA YORK,Estados Unidos,203,32894
2026M01,CANCUN,Mexico,ORLANDO,Estados Unidos,86,10895
2026M01,CANCUN,Mexico,OTTAWA,Canada,85,13458
2026M01,CANCUN,Mexico,PANAMA,Panama,211,32437
2026M01,CANCUN,Mexico,PARIS,Francia,44,17993
2026M01,CANCUN,Mexico,PHILADELPHIA,Estados Unidos,110,18328
2026M01,CANCUN,Mexico,PHOENIX,Estados Unidos,67,9970
2026M01,CANCUN,Mexico,PITTSBURGH,Estados Unidos,0,0
2026M01,CANCUN,Mexico,"PORTLAND, OREGON",Estados Unidos,4,674
2026M01,CANCUN,Mexico,PUNTA CANA,Republica Dominicana,27,3539
2026M01,CANCUN,Mexico,"Providence, Rhode Island",Estados Unidos,0,0
2026M01,CANCUN,Mexico,QUEBEC,Canada,56,9806
2026M01,CANCUN,Mexico,RALEIGH/DURHAM,Estados Unidos,26,2617
2026M01,CANCUN,Mexico,"REGINA, Canada",Canada,26,4190
2026M01,CANCUN,Mexico,ROMA,Italia,5,1557
2026M01,CANCUN,Mexico,SALT LAKE CITY,Estados Unidos,54,8960
2026M01,CANCUN,Mexico,SAN ANTONIO,Estados Unidos,1,159
2026M01,CANCUN,Mexico,SAN FRANCISCO,Estados Unidos,80,13373
2026M01,CANCUN,Mexico,"SAN JOSE, COSTA RICA",Costa Rica,62,8963
2026M01,CANCUN,Mexico,SANTIAGO DE CHILE,Chile,9,2098
2026M01,CANCUN,Mexico,SASKATOON,Canada,17,2851
2026M01,CANCUN,Mexico,SEATTLE,Estados Unidos,67,11281
2026M01,CANCUN,Mexico,ST. JOHN'S,Canada,0,0
2026M01,CANCUN,Mexico,ST. LOUIS,Estados Unidos,66,10856
2026M01,CANCUN,Mexico,TAMPA,Estados Unidos,31,4092
2026M01,CANCUN,Mexico,THUNDER BAY,Canada,4,707
2026M01,CANCUN,Mexico,TORONTO,Canada,463,88498
2026M01,CANCUN,Mexico,TULSA,Estados Unidos,0,0
2026M01,CANCUN,Mexico,"VALENCIA, Venezuela",Venezuela,0,0
2026M01,CANCUN,Mexico,VANCOUVER,Canada,160,24479
2026M01,CANCUN,Mexico,"VICTORIA, COLUMBIA",Canada,13,2056
2026M01,CANCUN,Mexico,WASHINGTON,Estados Unidos,71,11909
2026M01,CANCUN,Mexico,WINDSOR,Canada,4,709
2026M01,CANCUN,Mexico,WINNIPEG,Canada,66,10450
2026M01,CANCUN,Mexico,ZURICH,Suiza,13,3457
2026M01,CARACAS,Venezuela,CANCUN,Mexico,9,1001
2026M01,CARACAS,Venezuela,SANTA LUCÍA,Mexico,5,1094
2026M01,CARTAGENA DE INDIAS,Colombia,MEXICO,Mexico,31,4992
2026M01,CARTAGENA DE INDIAS,Colombia,SANTA LUCÍA,Mexico,0,0
2026M01,CHARLOTTE,Estados Unidos,CANCUN,Mexico,120,17774
2026M01,CHARLOTTE,Estados Unidos,COZUMEL,Mexico,4,385
2026M01,CHARLOTTE,Estados Unidos,GUADALAJARA,Mexico,8,1227
2026M01,CHARLOTTE,Estados Unidos,MEXICO,Mexico,50,6768
2026M01,CHARLOTTE,Estados Unidos,SAN JOSÉ DEL CABO,Mexico,21,2356
2026M01,CHARLOTTETOWN,Canada,CANCUN,Mexico,0,0
2026M01,CHICAGO,Estados Unidos,AGUASCALIENTES,Mexico,20,2535
2026M01,CHICAGO,Estados Unidos,CANCUN,Mexico,273,47506
2026M01,CHICAGO,Estados Unidos,COZUMEL,Mexico,10,1079
2026M01,CHICAGO,Estados Unidos,DEL BAJIO,Mexico,36,4928
2026M01,CHICAGO,Estados Unidos,DURANGO,Mexico,15,1566
2026M01,CHICAGO,Estados Unidos,GUADALAJARA,Mexico,138,21744
2026M01,CHICAGO,Estados Unidos,IXTAPA ZIHUATANEJO,Mexico,5,577
2026M01,CHICAGO,Estados Unidos,MEXICO,Mexico,212,33306
2026M01,CHICAGO,Estados Unidos,MONTERREY,Mexico,44,4330
2026M01,CHICAGO,Estados Unidos,MORELIA,Mexico,77,10751
2026M01,CHICAGO,Estados Unidos,PUERTO VALLARTA,Mexico,83,10646
2026M01,CHICAGO,Estados Unidos,QUERETARO,Mexico,21,2116
2026M01,CHICAGO,Estados Unidos,SAN JOSÉ DEL CABO,Mexico,90,11099
2026M01,CHICAGO,Estados Unidos,SAN LUIS POTOSI,Mexico,0,0
2026M01,CHICAGO,Estados Unidos,ZACATECAS,Mexico,17,2246
2026M01,CHIHUAHUA,Mexico,DALLAS-FORT WORTH,Estados Unidos,89,4431
2026M01,CHIHUAHUA,Mexico,DENVER,Estados Unidos,11,1432
2026M01,CLEVELAND,Estados Unidos,CANCUN,Mexico,35,4181
2026M01,COLORADO SPRINGS,Estados Unidos,CANCUN,Mexico,1,14
2026M01,"COLUMBUS, Ohio",Estados Unidos,CANCUN,Mexico,0,0
2026M01,COMAYAGUA,Honduras,MEXICO,Mexico,0,0
2026M01,COMOX,Canada,PUERTO VALLARTA,Mexico,9,1254
2026M01,COVINGTON,Estados Unidos,CANCUN,Mexico,16,1719
2026M01,COZUMEL,Mexico,ATLANTA,Estados Unidos,29,3589
2026M01,COZUMEL,Mexico,CALGARY,Canada,5,577
2026M01,COZUMEL,Mexico,CHARLOTTE,Estados Unidos,4,463
2026M01,COZUMEL,Mexico,CHICAGO,Estados Unidos,10,1168
2026M01,COZUMEL,Mexico,DALLAS-FORT WORTH,Estados Unidos,35,5212
2026M01,COZUMEL,Mexico,DENVER,Estados Unidos,5,767
2026M01,COZUMEL,Mexico,HOUSTON,Estados Unidos,31,3489
2026M01,COZUMEL,Mexico,MIAMI,Estados Unidos,31,2257
2026M01,COZUMEL,Mexico,MINNEAPOLIS,Estados Unidos,19,2428
2026M01,COZUMEL,Mexico,MONTREAL,Canada,9,1477
2026M01,COZUMEL,Mexico,TORONTO,Canada,17,2186
2026M01,CULIACAN,Mexico,PHOENIX,Estados Unidos,11,1344
2026M01,"Cardiff, Glamorgan",Reino Unido,CANCUN,Mexico,0,0
2026M01,"Charleston, Sur de Carolina",Estados Unidos,CANCUN,Mexico,3,155
2026M01,DALLAS-FORT WORTH,Estados Unidos,ACAPULCO,Mexico,9,500
2026M01,DALLAS-FORT WORTH,Estados Unidos,AGUASCALIENTES,Mexico,59,3610
2026M01,DALLAS-FORT WORTH,Estados Unidos,CANCUN,Mexico,242,33418
2026M01,DALLAS-FORT WORTH,Estados Unidos,CHIHUAHUA,Mexico,90,4092
2026M01,DALLAS-FORT WORTH,Estados Unidos,COZUMEL,Mexico,35,4572
2026M01,DALLAS-FORT WORTH,Estados Unidos,DEL BAJIO,Mexico,99,12242
2026M01,DALLAS-FORT WORTH,Estados Unidos,DURANGO,Mexico,34,2463
2026M01,DALLAS-FORT WORTH,Estados Unidos,GUADALAJARA,Mexico,122,18029
2026M01,DALLAS-FORT WORTH,Estados Unidos,HUATULCO,Mexico,30,2153
2026M01,DALLAS-FORT WORTH,Estados Unidos,IXTAPA ZIHUATANEJO,Mexico,22,1399
2026M01,DALLAS-FORT WORTH,Estados Unidos,LORETO,Mexico,9,396
2026M01,DALLAS-FORT WORTH,Estados Unidos,MANZANILLO,Mexico,5,291
2026M01,DALLAS-FORT WORTH,Estados Unidos,MAZATLAN,Mexico,22,1781
2026M01,DALLAS-FORT WORTH,Estados Unidos,MERIDA,Mexico,20,2585
2026M01,DALLAS-FORT WORTH,Estados Unidos,MEXICO,Mexico,173,25078
2026M01,DALLAS-FORT WORTH,Estados Unidos,MONTERREY,Mexico,187,14527
2026M01,DALLAS-FORT WORTH,Estados Unidos,MORELIA,Mexico,57,5302
2026M01,DALLAS-FORT WORTH,Estados Unidos,OAXACA,Mexico,41,5077
2026M01,DALLAS-FORT WORTH,Estados Unidos,PUERTO ESCONDIDO,Mexico,9,532
2026M01,DALLAS-FORT WORTH,Estados Unidos,PUERTO VALLARTA,Mexico,118,16315
2026M01,DALLAS-FORT WORTH,Estados Unidos,QUERETARO,Mexico,90,12091
2026M01,DALLAS-FORT WORTH,Estados Unidos,SAN JOSÉ DEL CABO,Mexico,124,16645
2026M01,DALLAS-FORT WORTH,Estados Unidos,SAN LUIS POTOSI,Mexico,64,6469
2026M01,DALLAS-FORT WORTH,Estados Unidos,TAMPICO,Mexico,29,1429
2026M01,DALLAS-FORT WORTH,Estados Unidos,TORREON,Mexico,59,3150
2026M01,DALLAS-FORT WORTH,Estados Unidos,TULUM,Mexico,25,3066
2026M01,DALLAS-FORT WORTH,Estados Unidos,VERACRUZ,Mexico,29,1577
2026M01,DALLAS-FORT WORTH,Estados Unidos,ZACATECAS,Mexico,30,1600
2026M01,DEER LAKE,Canada,CANCUN,Mexico,0,0
2026M01,DEL BAJIO,Mexico,ATLANTA,Estados Unidos,27,2414
2026M01,DEL BAJIO,Mexico,CHICAGO,Estados Unidos,36,6016
2026M01,DEL BAJIO,Mexico,DALLAS-FORT WORTH,Estados Unidos,100,15411
2026M01,DEL BAJIO,Mexico,FRESNO,Estados Unidos,15,2529
2026M01,DEL BAJIO,Mexico,HOUSTON,Estados Unidos,135,9612
2026M01,DEL BAJIO,Mexico,LOS ANGELES,Estados Unidos,30,4735
2026M01,DEL BAJIO,Mexico,OAKLAND,Estados Unidos,43,6744
2026M01,DEL BAJIO,Mexico,ONTARIO,Estados Unidos,14,1991
2026M01,DEL BAJIO,Mexico,SACRAMENTO,Estados Unidos,19,3343
2026M01,DEL BAJIO,Mexico,SAN ANTONIO,Estados Unidos,9,1239
2026M01,DEL BAJIO,Mexico,"SAN JOSE, CALIFORNIA",Estados Unidos,13,2102
2026M01,DENVER,Estados Unidos,CANCUN,Mexico,111,19527
2026M01,DENVER,Estados Unidos,CHIHUAHUA,Mexico,11,1256
2026M01,DENVER,Estados Unidos,COZUMEL,Mexico,5,752
2026M01,DENVER,Estados Unidos,GUADALAJARA,Mexico,43,5353
2026M01,DENVER,Estados Unidos,MEXICO,Mexico,108,15709
2026M01,DENVER,Estados Unidos,MONTERREY,Mexico,17,2407
2026M01,DENVER,Estados Unidos,PUERTO VALLARTA,Mexico,82,9761
2026M01,DENVER,Estados Unidos,QUERETARO,Mexico,0,0
2026M01,DENVER,Estados Unidos,SAN JOSÉ DEL CABO,Mexico,87,10723
2026M01,DETROIT,Estados Unidos,CANCUN,Mexico,131,18350
2026M01,DETROIT,Estados Unidos,GUADALAJARA,Mexico,0,0
2026M01,DETROIT,Estados Unidos,MEXICO,Mexico,31,3546
2026M01,DETROIT,Estados Unidos,MONTERREY,Mexico,25,1172
2026M01,DETROIT,Estados Unidos,PUERTO VALLARTA,Mexico,31,4047
2026M01,DETROIT,Estados Unidos,QUERETARO,Mexico,18,974
2026M01,DETROIT,Estados Unidos,SAN JOSÉ DEL CABO,Mexico,36,4273
2026M01,DOHA,Qatar,SANTA LUCÍA,Mexico,5,0
2026M01,DUBAI,Emiratos Arabes,MEXICO,Mexico,31,2826
2026M01,DUBLIN,Irlanda,CANCUN,Mexico,0,0
2026M01,DURANGO,Mexico,CHICAGO,Estados Unidos,15,1974
2026M01,DURANGO,Mexico,DALLAS-FORT WORTH,Estados Unidos,35,3806
2026M01,EDMONTON,Canada,CANCUN,Mexico,90,14771
2026M01,EDMONTON,Canada,HUATULCO,Mexico,14,2083
2026M01,EDMONTON,Canada,MAZATLAN,Mexico,18,2547
2026M01,EDMONTON,Canada,PUERTO VALLARTA,Mexico,62,9962
2026M01,EDMONTON,Canada,SAN JOSÉ DEL CABO,Mexico,19,2544
2026M01,ESTAMBUL (ARNAVUTKOY),Turquia,CANCUN,Mexico,40,2647
2026M01,ESTAMBUL (ARNAVUTKOY),Turquia,MEXICO,Mexico,40,7913
2026M01,ESTAMBUL (ARNAVUTKOY),Turquia,SANTA LUCÍA,Mexico,7,0
2026M01,FORT LAUDERDALE,Estados Unidos,CANCUN,Mexico,88,10975
2026M01,FRANKFURT,Alemania,CANCUN,Mexico,50,13844
2026M01,FRANKFURT,Alemania,MEXICO,Mexico,31,10492
2026M01,FRANKFURT,Alemania,SAN JOSÉ DEL CABO,Mexico,8,1823
2026M01,FRANKFURT,Alemania,SANTA LUCÍA,Mexico,28,0
2026M01,FRESNO,Estados Unidos,DEL BAJIO,Mexico,14,1633
2026M01,FRESNO,Estados Unidos,GUADALAJARA,Mexico,107,16270
2026M01,FRESNO,Estados Unidos,MORELIA,Mexico,20,2302
2026M01,"Fredericton, Canada",Canada,CANCUN,Mexico,0,0
2026M01,GLASGOW,Reino Unido,CANCUN,Mexico,0,0
2026M01,GUADALAJARA,Mexico,ATLANTA,Estados Unidos,37,5863
2026M01,GUADALAJARA,Mexico,BOGOTA,Colombia,29,2612
2026M01,GUADALAJARA,Mexico,CALGARY,Canada,8,757
2026M01,GUADALAJARA,Mexico,CHARLOTTE,Estados Unidos,8,1469
2026M01,GUADALAJARA,Mexico,CHICAGO,Estados Unidos,137,24789
2026M01,GUADALAJARA,Mexico,DALLAS-FORT WORTH,Estados Unidos,122,20644
2026M01,GUADALAJARA,Mexico,DENVER,Estados Unidos,43,6542
2026M01,GUADALAJARA,Mexico,DETROIT,Estados Unidos,0,0
2026M01,GUADALAJARA,Mexico,FRESNO,Estados Unidos,106,19309
2026M01,GUADALAJARA,Mexico,HONG KONG,HONG KONG,15,0
2026M01,GUADALAJARA,Mexico,HOUSTON,Estados Unidos,127,17722
2026M01,GUADALAJARA,Mexico,LAS VEGAS,Estados Unidos,80,14777
2026M01,GUADALAJARA,Mexico,LOS ANGELES,Estados Unidos,334,57733
2026M01,GUADALAJARA,Mexico,"LOUISVILLE, KENTUCKY",Estados Unidos,21,0
2026M01,GUADALAJARA,Mexico,LUXEMBURGO,Luxemburgo,20,0
2026M01,GUADALAJARA,Mexico,MADRID,España,16,3959
2026M01,GUADALAJARA,Mexico,MEMPHIS,Estados Unidos,42,0
2026M01,GUADALAJARA,Mexico,MIAMI,Estados Unidos,22,3179
2026M01,GUADALAJARA,Mexico,MONTREAL,Canada,6,866
2026M01,GUADALAJARA,Mexico,NEWARK,Estados Unidos,33,5204
2026M01,GUADALAJARA,Mexico,OAKLAND,Estados Unidos,118,20719
2026M01,GUADALAJARA,Mexico,ONTARIO,Estados Unidos,62,11776
2026M01,GUADALAJARA,Mexico,ORLANDO,Estados Unidos,28,4615
2026M01,GUADALAJARA,Mexico,PANAMA,Panama,36,4175
2026M01,GUADALAJARA,Mexico,PARIS,Francia,3,0
2026M01,GUADALAJARA,Mexico,PHOENIX,Estados Unidos,99,11246
2026M01,GUADALAJARA,Mexico,"PORTLAND, OREGON",Estados Unidos,37,6402
2026M01,GUADALAJARA,Mexico,RENO,Estados Unidos,22,3743
2026M01,GUADALAJARA,Mexico,SACRAMENTO,Estados Unidos,85,16412
2026M01,GUADALAJARA,Mexico,SALT LAKE CITY,Estados Unidos,31,4776
2026M01,GUADALAJARA,Mexico,SAN ANTONIO,Estados Unidos,41,6187
2026M01,GUADALAJARA,Mexico,SAN FRANCISCO,Estados Unidos,25,3581
2026M01,GUADALAJARA,Mexico,"SAN JOSE, CALIFORNIA",Estados Unidos,80,14352
2026M01,GUADALAJARA,Mexico,"SAN JOSE, COSTA RICA",Costa Rica,16,1472
2026M01,GUADALAJARA,Mexico,SEATTLE,Estados Unidos,41,7086
2026M01,GUADALAJARA,Mexico,Seoul,COREA DEL SUR,13,0
2026M01,GUADALAJARA,Mexico,TORONTO,Canada,21,2739
2026M01,GUADALAJARA,Mexico,VANCOUVER,Canada,21,3257
2026M01,GUATEMALA,Guatemala,CANCUN,Mexico,31,3951
2026M01,GUATEMALA,Guatemala,MERIDA,Mexico,4,92
2026M01,GUATEMALA,Guatemala,MEXICO,Mexico,132,18231
2026M01,GUATEMALA,Guatemala,SANTA LUCÍA,Mexico,13,0
2026M01,HALIFAX,Canada,CANCUN,Mexico,30,4804
2026M01,HAMILTON,Canada,CANCUN,Mexico,25,3060
2026M01,HAMILTON,Canada,PUERTO VALLARTA,Mexico,9,957
2026M01,"HANGZHOU, China",China,SANTA LUCÍA,Mexico,1,0
2026M01,HARLINGEN TEXAS,Estados Unidos,CANCUN,Mexico,0,0
2026M01,HERMOSILLO,Mexico,PHOENIX,Estados Unidos,30,3161
2026M01,HONG KONG,HONG KONG,GUADALAJARA,Mexico,28,0
2026M01,HONG KONG,HONG KONG,SANTA LUCÍA,Mexico,37,0
2026M01,HOUSTON,Estados Unidos,ACAPULCO,Mexico,13,762
2026M01,HOUSTON,Estados Unidos,AGUASCALIENTES,Mexico,53,2861
2026M01,HOUSTON,Estados Unidos,CANCUN,Mexico,277,29996
2026M01,HOUSTON,Estados Unidos,COZUMEL,Mexico,31,2777
2026M01,HOUSTON,Estados Unidos,DEL BAJIO,Mexico,106,7267
2026M01,HOUSTON,Estados Unidos,GUADALAJARA,Mexico,126,14923
2026M01,HOUSTON,Estados Unidos,IXTAPA ZIHUATANEJO,Mexico,30,1743
2026M01,HOUSTON,Estados Unidos,MANZANILLO,Mexico,5,342
2026M01,HOUSTON,Estados Unidos,MAZATLAN,Mexico,5,322
2026M01,HOUSTON,Estados Unidos,MERIDA,Mexico,31,4671
2026M01,HOUSTON,Estados Unidos,MEXICO,Mexico,304,35397
2026M01,HOUSTON,Estados Unidos,MONTERREY,Mexico,240,15739
2026M01,HOUSTON,Estados Unidos,MORELIA,Mexico,45,2533
2026M01,HOUSTON,Estados Unidos,OAXACA,Mexico,39,2222
2026M01,HOUSTON,Estados Unidos,PUEBLA,Mexico,27,1012
2026M01,HOUSTON,Estados Unidos,PUERTO ESCONDIDO,Mexico,14,809
2026M01,HOUSTON,Estados Unidos,PUERTO VALLARTA,Mexico,86,8763
2026M01,HOUSTON,Estados Unidos,QUERETARO,Mexico,106,8906
2026M01,HOUSTON,Estados Unidos,SAN JOSÉ DEL CABO,Mexico,134,13013
2026M01,HOUSTON,Estados Unidos,SAN LUIS POTOSI,Mexico,66,4023
2026M01,HOUSTON,Estados Unidos,TAMPICO,Mexico,35,1427
2026M01,HOUSTON,Estados Unidos,TEPIC,Mexico,5,126
2026M01,HOUSTON,Estados Unidos,TULUM,Mexico,33,3226
2026M01,HOUSTON,Estados Unidos,VERACRUZ,Mexico,31,2562
2026M01,HUATULCO,Mexico,CALGARY,Canada,21,2987
2026M01,HUATULCO,Mexico,DALLAS-FORT WORTH,Estados Unidos,30,2285
2026M01,HUATULCO,Mexico,EDMONTON,Canada,13,1817
2026M01,HUATULCO,Mexico,TORONTO,Canada,12,1510
2026M01,HUATULCO,Mexico,VANCOUVER,Canada,26,3351
2026M01,HUATULCO,Mexico,WINNIPEG,Canada,9,1253
2026M01,INDIANAPOLIS,Estados Unidos,CANCUN,Mexico,10,1246
